Distance (m), Temperature (K), Velocity (m/s), H2, H, O, O2, OH, H2O, HO2, H2O2, C, CH, CH2, CH2(S), CH3, CH4, CO, CO2, HCO, CH2O, CH2OH, CH3O, CH3OH, C2H, C2H2, C2H3, C2H4, C2H5, C2H6, HCCO, CH2CO, HCCOH, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, CN, HCN, H2CN, HCNN, HCNO, HOCN, HNCO, NCO, N2, AR, C3H7, C3H8, CH2CHO, CH3CHO
1.325000000000000136e-02,3.001674539598732281e+02,3.826963154724699612e-01,6.738768137435774419e-05,8.316485353848800657e-18,3.001199788603206152e-11,2.201161770223109271e-01,4.644350737031106650e-12,1.253252202465781270e-05,3.022112643193212007e-08,1.717073359187866115e-08,4.178537172557893537e-21,1.111767758982939446e-21,3.301009110503713061e-19,1.288710393654003771e-20,9.158385445831026719e-10,5.517975326955689569e-02,2.122841315298244405e-06,1.881696729225123425e-07,1.135579495704197025e-18,2.437270632050086411e-08,5.049748409293376882e-20,1.776108413526968969e-11,3.806509299290823014e-09,2.978382292493485636e-21,6.101677622674610044e-10,2.456754103930879298e-20,4.653016152291553898e-09,7.992724399618495265e-17,7.730920251978822917e-09,3.584095618213346507e-19,1.508874631712208529e-10,9.668071659950924167e-14,6.102345191262783025e-16,1.713006591355432542e-17,9.388495406597544100e-12,4.279611158894632368e-12,3.142021642688989814e-21,1.157900922887149170e-10,1.686369154194934111e-10,3.017297369993692479e-13,4.318746456946005564e-13,1.052102566345673148e-20,1.100681408828079626e-11,-2.822187482377650308e-14,2.326516558973031428e-20,3.447904203905046649e-13,4.676020081103105016e-15,3.376285442250739523e-12,4.337659078117522498e-14,7.246217484076760140e-01,5.812978962579589984e-17,-7.264882935134252258e-13,1.309731077451280647e-11,1.234267662134682584e-17,7.570929928002960680e-11
1.337500000000000147e-02,3.005129975786957743e+02,3.833249224839646030e-01,1.052721368210928035e-04,9.908552702673362644e-17,7.306465184644599218e-11,2.200893463159549479e-01,3.797260637042341851e-11,3.820274234991408190e-05,9.773255397923963522e-08,5.571995734719357218e-08,-1.824763499287412890e-20,-4.855597672831592984e-21,5.270975345901381965e-18,2.872702883810448175e-19,2.749849149884276718e-09,5.516918209035031467e-02,6.873845412005117064e-06,7.450222343927341723e-07,2.825193042874718452e-17,9.721486189779621347e-08,5.211059465119975893e-19,1.553057126211317679e-10,1.542051236116843925e-08,-1.306089505495163466e-20,2.316940045335811504e-09,-1.006271590198905987e-19,1.817936515070425161e-08,1.428486281581924728e-14,3.221610470356060296e-08,-1.247486200924649812e-18,6.764997612150523812e-10,3.793069137920584001e-13,1.627801974714546918e-15,-6.302700603326155814e-17,2.216273227520176635e-11,1.327712484785106499e-11,-1.361255563652160441e-20,3.762223836176756221e-10,6.186215368187351373e-10,1.200679632204175130e-12,1.360319284450998122e-12,-4.598867801966067729e-20,4.447695755930830316e-11,1.893037122454082277e-14,-1.016403467292827086e-19,1.369336517199401786e-12,1.799989164368977659e-14,1.344294211621893868e-11,6.688987399545784311e-14,7.245900538531740986e-01,-3.394659361363960563e-16,-6.905795090893390434e-13,6.681095534127908371e-11,5.116548827105253681e-17,3.418949755018101308e-10
1.343750000000000153e-02,3.009595671109589148e+02,3.840338712638053376e-01,1.329027327200424727e-04,4.493791669124118954e-16,1.194482389854019002e-10,2.200593246673983872e-01,1.353528580996454451e-10,7.126501207415149601e-05,1.895422788831910567e-07,1.080683701473873103e-07,-1.538205146445514612e-20,-4.042566608049112976e-21,3.669109449204603951e-17,1.905113188321012371e-18,5.052679546989705528e-09,5.515626104370571769e-02,1.333064671068476953e-05,1.651264201647673178e-06,2.199941039820920753e-16,2.162648091582447399e-07,5.096905272557785301e-18,5.964936847291721245e-10,3.471597495564567553e-08,-1.100092765088525635e-20,4.991647798310268062e-09,-4.149034366045145678e-20,3.992966071719116588e-08,1.047345276750707091e-13,7.391788366291991996e-08,-3.258380715737214108e-20,1.634371746712006440e-09,8.964222805903936743e-13,3.576935616618751354e-15,6.512217616934332474e-17,3.533981093460984587e-11,2.505274856474146865e-11,-1.134391309395041033e-20,7.335993535875877093e-10,1.300270218939405610e-09,2.674898683319432306e-12,2.624932857663294255e-12,-3.853412219905325409e-20,9.996423045183778924e-11,9.896566232201905960e-14,-8.538082777358730023e-20,3.044079296246605457e-12,4.186181733071324739e-14,2.987942534443852606e-11,1.099287372398102680e-13,7.245645864235163991e-01,1.063263925117678847e-15,-6.438005208168574152e-13,1.773159624593376044e-10,2.483762691558339658e-16,8.302223723406093525e-10
1.350000000000000158e-02,3.018758562222632236e+02,3.853887351793288674e-01,1.689499360345780789e-04,2.062960050301910371e-15,2.021033044968689371e-10,2.200015196723997535e-01,4.589741583737964586e-10,1.389475023142475933e-04,3.864301549577624703e-07,2.200229671647566667e-07,2.287460602489060896e-19,6.053349191042640759e-20,2.430238791770734128e-16,1.237848885163367872e-17,9.618969226723315504e-09,5.513040686031004528e-02,2.716448066560638006e-05,3.916242337971886061e-06,1.758137689192107460e-15,5.146828279508332200e-07,4.405484012630758223e-17,2.309573497373183530e-09,8.380467892584037479e-08,1.649557488199697437e-19,1.146206591096338715e-08,1.730447238194722843e-18,9.372572595445096239e-08,6.012908391962205166e-13,1.823435863668005125e-07,2.640796158500611610e-17,4.276526347155353575e-09,2.323966167011514599e-12,7.694682096172430566e-15,8.821055964899221384e-16,5.782855344739488430e-11,4.948643354214503437e-11,1.697919461007225795e-19,1.506688383575968082e-09,2.900378009073635773e-09,6.380484429705154402e-12,5.337756529852799740e-12,5.775032287972916046e-19,2.408580108807479606e-10,3.040484511954339752e-13,1.271572535540417839e-18,7.242421106880124808e-12,1.028487965521232812e-13,7.107291856682500836e-11,2.201957786984745112e-13,7.245275784180448264e-01,5.227100967330576639e-15,-5.340951152997490125e-13,5.166968818584362387e-10,1.329740778519783809e-15,2.185104389110928230e-09
1.356250000000000164e-02,3.037488436712550310e+02,3.880299416147940383e-01,2.158948472046377191e-04,9.756486767927109303e-15,3.526838479115610175e-10,2.198869169598484941e-01,1.501234499733690631e-09,2.770429009975978411e-04,8.084996079112856082e-07,4.579175824358889023e-07,-2.710799768560612774e-19,-7.207304413282438853e-20,1.481990473307690977e-15,7.766279818376019321e-17,1.851080815816194365e-08,5.507827347104470722e-02,5.672631057138450601e-05,9.559616191518931235e-06,1.389228452048884308e-14,1.258591219915188312e-06,3.405663924137779851e-16,8.932849798689876356e-09,2.082557842087056023e-07,-1.981185032794104115e-19,2.706774394909936064e-08,1.624926647941997991e-18,2.263628560950817848e-07,3.250853422751975111e-12,4.633398204789513926e-07,3.881243970208884288e-17,1.153945311195882190e-08,6.231150509216275179e-12,9.962971443450473648e-15,6.717185130541502757e-17,9.611631210821430458e-11,1.000131966841575131e-10,-2.009552263568480839e-19,3.182865526286673664e-09,6.631913541693382804e-09,1.564542149489716708e-11,1.112511070432670839e-11,-6.887020606822559894e-19,5.973611482945826517e-10,8.144024514399120704e-13,-1.506238918759404802e-18,1.771445624723847195e-11,2.378648407779015146e-13,1.739755658128652136e-10,4.559853058927997183e-13,7.244720766978870463e-01,-1.819420450526142818e-15,-2.754850759706458152e-13,1.555516677076044869e-09,4.431030287598301621e-15,5.931427788928471411e-09
1.362500000000000169e-02,3.075508639808264775e+02,3.932291407623720314e-01,2.768069740658981909e-04,4.798846903981349785e-14,6.391148259773837554e-10,2.196557967421333413e-01,4.657477804212914458e-09,5.569128270156474894e-04,1.713349004805711358e-06,9.567262962647007360e-07,2.555264282287145198e-19,6.881741980790701212e-20,8.802119671795024193e-15,4.667166887058766662e-16,3.562208373518662362e-08,5.497301096262065256e-02,1.195618225966966401e-04,2.353246105621838857e-05,1.055002618050734504e-13,3.094268232398181426e-06,2.635141569652630004e-15,3.405032866240263713e-08,5.215490909179390176e-07,1.913578097410705300e-19,6.447751220766207152e-08,2.766319712786923361e-17,5.513008962584563157e-07,1.695360457581313893e-11,1.186835928449586987e-06,5.038327460901555239e-16,3.136560726291987540e-08,1.691657409209725984e-11,2.132859323713522948e-14,4.361306795049544851e-15,1.610216676369806052e-10,2.038354919384095527e-10,1.893887401195238381e-19,6.834756989986857872e-09,1.522031737153285904e-08,3.873060269848742323e-11,2.343837309197367567e-11,6.626975398578008358e-19,1.493123947733086847e-09,2.116613190808750347e-12,1.441225979703543854e-18,4.373575458708451253e-11,5.933252824251056418e-13,4.294937998704485794e-10,1.085867485362755190e-12,7.243861379491831620e-01,1.717398510063469513e-15,4.580401620652521948e-13,4.714043770541426552e-09,2.274142735039712492e-14,1.621925176507644980e-08
1.365625000000000172e-02,3.108967023134976557e+02,3.977280641417672014e-01,3.139169927016253504e-04,1.164401846580375242e-13,8.961215946341262018e-10,2.194506641406407388e-01,8.406082161642725788e-09,8.027750703972665047e-04,2.557532374030948031e-06,1.402282500379193089e-06,-3.496649430882695936e-19,-9.453798048953724490e-20,2.231614917542932306e-14,1.198486225067860147e-15,5.041507784502226957e-08,5.488035960585987971e-02,1.771620311783116640e-04,3.814988772149263208e-05,3.069730837778075227e-13,4.999442608519656748e-06,7.714913763647299855e-15,7.195918661947975860e-08,8.538030869823529787e-07,-2.636162531619112299e-19,1.025247327188406323e-07,7.896920709148789856e-17,8.880264018784317828e-07,4.407548359718942928e-11,1.970106764495062770e-06,1.471540619684330734e-15,5.396200213307293023e-08,2.908802590540087634e-11,2.882572302725956386e-14,1.022498595448576254e-14,2.101468726564411733e-10,2.961365785650162639e-10,-2.524011771434178421e-19,1.031523663075344793e-08,2.354673370402274327e-08,6.298999027225948159e-11,3.470908704164005733e-11,-9.280276588438413141e-19,2.441623324678225001e-09,3.496993102263684556e-12,-1.987188491245198502e-18,7.101903192112601598e-11,9.590932012402918318e-13,6.974657691742750677e-10,1.730172051530823396e-12,7.243239384672208736e-01,-1.523736697506590921e-15,1.413005694727098609e-12,8.680017082502429592e-09,5.423853120517472282e-14,2.800994108282892172e-08
1.368750000000000175e-02,3.159003805703167700e+02,4.043970913100684572e-01,3.562451819933439403e-04,2.950859752327211934e-13,1.292806033092866259e-09,2.191397434247668585e-01,1.502544157986632035e-08,1.169789698307685403e-03,3.882902051976905594e-06,2.074449328852330498e-06,-2.321087892717264600e-18,-6.467350940762907172e-19,5.703415021457542483e-14,3.118753165938074602e-15,7.280203146003112329e-08,5.474142610916035712e-02,2.661978377894046633e-04,6.322194280851497117e-05,9.029324170343982820e-13,8.243829521052569828e-06,2.281995540396619008e-14,1.536064421520191945e-07,1.429540482245604750e-06,-1.863450243874408177e-18,1.663347000575233149e-07,2.476493918753435016e-16,1.461122242544565188e-06,1.127694449519354538e-10,3.351276481906541799e-06,4.635601955488357234e-15,9.548163812222376199e-08,5.145808289472345773e-11,4.196602616296258209e-14,2.832436777385582943e-14,2.757404256141247900e-10,4.352433769001061201e-10,-1.724242634437925737e-18,1.588446819829541784e-08,3.695464837534806837e-08,1.047698937054500125e-10,5.212116216983859944e-11,-6.325970223069175747e-18,4.083004764003020397e-09,5.898331243858447984e-12,-1.347047772491279703e-17,1.179192943978570576e-10,1.593900088636956676e-12,1.158057649586365756e-09,2.851080623202081703e-12,7.242423025417630278e-01,-8.266352683026470602e-16,3.471134647541296336e-12,1.657690386911098245e-08,1.413631382401562888e-13,4.977553219857408780e-08
1.371875000000000178e-02,3.233133972123339959e+02,4.142149794373773952e-01,4.042717458297216508e-04,7.903867629839359758e-13,1.928741955073515908e-09,2.186709705151590466e-01,2.663884032387296673e-08,1.712092317079151474e-03,5.958639404106229162e-06,3.069401656182045454e-06,9.511979988610251047e-18,2.701558004158288081e-18,1.481073581824425708e-13,8.291990961585867482e-15,1.078748906472299215e-07,5.453467947908702262e-02,4.026979500560691721e-04,1.058010399129772868e-04,2.655493874466399279e-12,1.369618001135224528e-05,6.747367589389571806e-14,3.270718007844752177e-07,2.416121760670151071e-06,8.000423884456960736e-18,2.723322680761796807e-07,9.398206486556443833e-16,2.426725126896574078e-06,2.849024569536486593e-10,5.762005625037533329e-06,1.652582108934522000e-14,1.709225889233792981e-07,9.214250831873645024e-11,7.450165462427510227e-14,9.050301488357037742e-14,3.627391803476446738e-10,6.428221863202285161e-10,7.039653492420595112e-18,2.482965380261560149e-08,5.815419086804600842e-08,1.760461684293815333e-10,7.881115201142910588e-11,2.691135794738663115e-17,6.891960102891591275e-09,1.004840891022800847e-11,5.619692170622547052e-17,1.977793174267421946e-10,2.714564994599537059e-12,1.941980231273031313e-09,4.848859576358582519e-12,7.241350357884712707e-01,3.747778889129374504e-14,8.114399714846544663e-12,3.212867143364401021e-08,4.146538986340858884e-13,8.951675054503069513e-08
1.373437500000000179e-02,3.283220943140165673e+02,4.208238199206800201e-01,4.306052228075218100e-04,1.360666876552461813e-12,2.410271810338305899e-09,2.183488726518494072e-01,3.578000505171966472e-08,2.077395341435284669e-03,7.436893481707832683e-06,3.733073814444169228e-06,-8.519400778395883675e-18,-2.459902742874925209e-18,2.446658611377438365e-13,1.393763067704191273e-14,1.340821654952980810e-07,5.439434169074869319e-02,4.976076296654186092e-04,1.379791763982180961e-04,4.624187563561610501e-12,1.776741522724115176e-05,1.175406466410807210e-13,4.847646545893581155e-07,3.166491144084794081e-06,-7.401905832537678888e-18,3.509989328926618148e-07,1.626885608441012351e-15,3.151562871707026154e-06,4.669030106476670947e-10,7.625638466649207427e-06,2.885158710193607256e-14,2.312011240345217079e-07,1.245912632981960954e-10,7.720817849572841573e-14,1.397089303226063921e-13,4.165720746091996357e-10,7.837713316195304108e-10,-6.293500130303544800e-18,3.138150522498404126e-08,7.309242506824200030e-08,2.300311440184499476e-10,9.729977036400533838e-11,-2.468588137401081019e-17,9.026260822194365559e-09,1.317203840120065142e-11,-5.087902111679270511e-17,2.581837179813489073e-10,3.504023911414414792e-12,2.535439305388110858e-09,6.230520857701597650e-12,7.240687926742870317e-01,9.702327980527009171e-15,1.271576168528708880e-11,4.543572276101323237e-08,7.238265126663590900e-13,1.214117652705369732e-07
1.375000000000000180e-02,3.344685560473914734e+02,4.289174043578779516e-01,4.585413147567682021e-04,2.405905776747841701e-12,3.053886783850972651e-09,2.179481638174483871e-01,4.816789574498644899e-08,2.524434913831997366e-03,9.323769784648403794e-06,4.538337716474339555e-06,2.611859613675045641e-18,7.702631370227041038e-19,4.115054628446154757e-13,2.387438616083672199e-14,1.691870393734425335e-07,5.422142321084756633e-02,6.166216474837661783e-04,1.808617417540895624e-04,8.108693955044496860e-12,2.314217722174651763e-05,2.064849172791208862e-13,7.204312069428391833e-07,4.170611094097998475e-06,2.373040691167104351e-18,4.544443014258115849e-07,3.297068550033547508e-15,4.112577400120081732e-06,7.676324035204024204e-10,1.015165486606521402e-05,5.596873762163745161e-14,3.149188915019528006e-07,1.696893977062187267e-10,9.245455081149240430e-14,2.402495377582521049e-13,4.786953353401244805e-10,9.573274971183813724e-10,1.964623984846625426e-18,3.992738542861386274e-08,9.196170985100898914e-08,3.021918382842999152e-10,1.204833357216451616e-10,7.731551783942398097e-18,1.188002501155510190e-08,1.737953490291511248e-11,1.574003760207468188e-17,3.388302238501346038e-10,4.591769418711524994e-12,3.327468435575661919e-09,8.152399021404108674e-12,7.239924229555837476e-01,6.313379627435302871e-15,2.033314525900284369e-11,6.491586019746106723e-08,1.361335778067308615e-12,1.658603142694259919e-07
1.376562500000000182e-02,3.419685409915932723e+02,4.387777553166375966e-01,4.880884235359733486e-04,4.399072473369349909e-12,3.926704614110591498e-09,2.174520327380745632e-01,6.502430200397497749e-08,3.068081981380628084e-03,1.172475272505762481e-05,5.504377542715554200e-06,-4.876541546673788205e-18,-1.458163912723461169e-18,7.033300397553580379e-13,4.172086890526517564e-14,2.170697058255830152e-07,5.400945800715118567e-02,7.650928241836557706e-04,2.376448836892582875e-04,1.428599943528835774e-11,3.018112054050687483e-05,3.639921947914279654e-13,1.068695376286944894e-06,5.504596224039123239e-06,-4.629697454586861353e-18,5.896413009092294470e-07,6.534726682755134767e-15,5.378481342159982204e-06,1.262932659753052633e-09,1.355281323164459747e-05,1.066192855697112314e-13,4.303379139989152462e-07,2.318517911572693030e-10,1.083526694493236789e-13,4.070175050486831233e-13,5.500771431029834052e-10,1.169705244815269580e-09,-3.508157972205863464e-18,5.107797612135896462e-08,1.155209578084614975e-07,3.979765519724061645e-10,1.493605402139249234e-10,-1.499943151535817862e-17,1.566842050796028175e-08,2.296967144917210069e-11,-2.998756510866414982e-17,4.457629682130449434e-10,6.024078729663042069e-12,4.377737772659412153e-09,1.068120070158727131e-11,7.239048687794917836e-01,-7.327763263421874274e-15,3.298705250632826966e-11,9.322096933945109212e-08,2.656865110946744816e-12,2.273579407033687586e-07
1.378125000000000183e-02,3.510605547342366322e+02,4.507172893212242348e-01,5.192320869233571891e-04,8.358257297543854816e-12,5.129332479531859193e-09,2.168412315786481526e-01,8.808868044494985431e-08,3.724475901817977160e-03,1.476823889043007479e-05,6.647986807414460658e-06,-7.534472633283277477e-18,-2.312256914087201660e-18,1.225572694519887790e-12,7.455483383958674645e-14,2.836328853217541363e-07,5.375118302821020599e-02,9.492111407261897508e-04,3.122810415242497782e-04,2.525758648676730863e-11,3.931451329657612492e-05,6.436814259304472805e-13,1.576833464669586464e-06,7.261997325754187577e-06,-7.511657878690108945e-18,7.650899945043433307e-07,1.342519236605469708e-14,7.033562414240281344e-06,2.077080220078165440e-09,1.809727907852233224e-05,2.068476025530596897e-13,5.881175718948356005e-07,3.168406866887739187e-10,1.345755483358046193e-13,6.961101942278855853e-13,6.317288953382849088e-10,1.427774764836795354e-09,-5.294785497040243848e-18,6.562957646870684261e-08,1.445271312171615458e-07,5.242172688621876457e-10,1.851297433551467633e-10,-2.411695918748244111e-17,2.065608646135229793e-08,3.035536011286723960e-11,-4.766201928816633374e-17,5.865422912669311148e-10,7.927365908539271455e-12,5.760272610436019978e-09,1.405522664153115057e-11,7.238052665445439127e-01,-7.720491822564685231e-15,5.425687933449363848e-11,1.339956182930179670e-07,5.500516657303636210e-12,3.117397228050743314e-07
1.379687500000000185e-02,3.620013343886818689e+02,4.650732136759485047e-01,5.519322143017346563e-04,1.659596072631690053e-11,6.814523557394388820e-09,2.160941779637524929e-01,1.198688837145145619e-07,4.510599863730186884e-03,1.860823103348492404e-05,7.981196480687013033e-06,1.689242207065466247e-17,5.338643056299035319e-18,2.181383075932917053e-12,1.364943183477355159e-13,3.779174887023797627e-07,5.343862283865178503e-02,1.175995540233887781e-03,4.095643085884544967e-04,4.478263169959357317e-11,5.104146985115549489e-05,1.141351066615789999e-12,2.307317607157687404e-06,9.555108886743758929e-06,1.785580226888051469e-17,9.909542972428731842e-07,2.847478306448636975e-14,9.179148514993078724e-06,3.413914406258260753e-09,2.411658211527329272e-05,4.069794191459139314e-13,8.017380011468436229e-07,4.319235670818243352e-10,1.762807801091286377e-13,1.189293167378600870e-12,7.246459851652776937e-10,1.738884773246815682e-09,1.264560176080284792e-17,8.461598606306567626e-08,1.796467336137898568e-07,6.892143244884361209e-10,2.291288668824309454e-10,5.650463935951531023e-17,2.716134578194224873e-08,4.002244244665973549e-11,1.087996467440622315e-16,7.703443604669240516e-10,1.043820918875682071e-11,7.565065049732124475e-09,1.852735131956442309e-11,7.236930951091865571e-01,1.610232784629677243e-14,9.036667428121488657e-11,1.921582467997271215e-07,1.220741187796120507e-11,4.264358071394268467e-07
1.381250000000000186e-02,3.750588697624205565e+02,4.821987357280074216e-01,5.861216763568307796e-04,3.465146070771030988e-11,9.217482830194617702e-09,2.151872226875654048e-01,1.640274670344682491e-07,5.443697329740974922e-03,2.342625456446621583e-05,9.508584915832199200e-06,-1.900926492485846230e-18,-5.598506343278372727e-19,3.968515584812518477e-12,2.563463720100333364e-13,5.138267379835974866e-07,5.306323779598198093e-02,1.453234846439367678e-03,5.351878106101516045e-04,7.961354452443204382e-11,6.592235230302431531e-05,2.028802890134852221e-12,3.339416837858552319e-06,1.251508898446117862e-05,-2.083645423822548487e-18,1.279134145817911578e-06,6.121656605130121799e-14,1.193437026959936737e-05,5.608567718118509844e-09,3.201193118509220549e-05,7.995547730640500061e-13,1.087877981535852583e-06,5.860007429956523014e-10,2.109212853724186470e-13,1.986716627384011176e-12,8.297501838325861988e-10,2.110618532152915144e-09,2.172348152525713735e-20,1.093706413124990302e-07,2.213278650543515317e-07,9.027727682604239826e-10,2.827666901572371974e-10,-6.817178914534809976e-18,3.555785976463202495e-08,5.248324341238409655e-11,-1.281336201788207772e-17,1.008007178174812503e-09,1.363051097437332749e-11,9.899183373804641269e-09,2.420377345770507103e-11,7.235683429686516899e-01,-5.778638278824919772e-15,1.521510482110825046e-10,2.742146849432973575e-07,2.924498187670273345e-11,5.807126366810904014e-07
1.382031250000000100e-02,3.824975787668741987e+02,4.919529280563498252e-01,6.037562978216655472e-04,5.263652670696072505e-11,1.083010195164247491e-08,2.146633509103610671e-01,1.928550101815412086e-07,5.972726185291387518e-03,2.628602319380003209e-05,1.034417089561729811e-05,-3.142196065367715755e-17,-1.037404316785538827e-17,5.436153260944055375e-12,3.569618921157465827e-13,6.056608245901331050e-07,5.284826692291305639e-02,1.614221976099949668e-03,6.112722080669023015e-04,1.066542256698189530e-10,7.479289376256125941e-05,2.718656574570932057e-12,4.006242651957695784e-06,1.430505390951690529e-05,-3.689333584180267697e-17,1.452062762411715459e-06,9.102997032184603262e-14,1.359552002149766255e-05,7.240273421656440545e-09,3.685206635303261177e-05,1.130477780423047364e-12,1.266158876842897047e-06,6.819864894858577396e-10,2.333440626198992500e-13,2.581683901462571838e-12,8.872884970161569552e-10,2.322500272453911065e-09,-1.993714836570629187e-17,1.245817629186724069e-07,2.446902483404250320e-07,1.032384035571617569e-09,3.138568912823538476e-10,-1.127855085510283006e-16,4.063800313298887835e-08,6.003082990918814385e-11,-2.092769737184997716e-16,1.152133681469370848e-09,1.556848183275260101e-11,1.131463064430357567e-08,2.766024392920861330e-11,7.235012558952653716e-01,-1.662267037857140910e-14,2.000477082307178288e-10,3.275033199496928213e-07,4.900936755530736430e-11,6.771820143402916018e-07
1.382812500000000187e-02,3.906012440115032405e+02,5.025784563647381908e-01,6.217308974664449359e-04,8.144287284346033706e-11,1.279258268010736519e-08,2.140869109107943202e-01,2.272634922439839225e-07,6.547017070684329511e-03,2.949118758050809532e-05,1.122785625947610149e-05,8.952439439448069409e-18,3.238319233719121343e-18,7.502429162532993008e-12,5.011557692792962720e-13,7.180641505947062048e-07,5.261315605768808468e-02,1.792009380737619824e-03,6.977652015130329701e-04,1.431833260528245141e-10,8.476125942029798450e-05,3.652613209698432121e-12,4.794338040167534560e-06,1.633660113155995609e-05,1.095674517971809807e-17,1.647395313314619098e-06,1.371128673892304617e-13,1.547777380114762641e-05,9.364058004536833171e-09,4.240097158216003575e-05,1.608308515913820624e-12,1.472841431306133961e-06,7.932723337904663695e-10,2.669957084933789683e-13,3.354639906187323780e-12,9.483374002570619400e-10,2.553385171368243794e-09,1.118974469137927233e-17,1.420466559509951182e-07,2.697795142544978335e-07,1.179965771445474118e-09,3.481623235338887786e-10,3.239597607616318784e-17,4.640659166126209673e-08,6.862101603517768729e-11,5.949455775700484242e-17,1.316149683128606220e-09,1.779673297108274196e-11,1.292518870365805458e-08,3.165190134028638175e-11,7.234311733238908415e-01,-7.049030989748831323e-15,2.644466597736473112e-10,3.911368682620904314e-07,8.384980613170408916e-11,7.893067433141283185e-07
1.383593750000000275e-02,3.994054609743390643e+02,5.141227216860766447e-01,6.400286287732015337e-04,1.292804619620569024e-10,1.519143916875104996e-08,2.134541949954318341e-01,2.684225442736388982e-07,7.168659789617078289e-03,3.307491533265451595e-05,1.215691992607518951e-05,-1.366470335548673267e-17,-4.424714892149808632e-18,1.043179105570795146e-11,7.092831048385482163e-13,8.560214490728722828e-07,5.235665823033919947e-02,1.987861050229473413e-03,7.957817211064229087e-04,1.926070817828807055e-10,9.591910272609247175e-05,4.919033245836147432e-12,5.719210484299592735e-06,1.863360412885758902e-05,-1.757325336557374674e-17,1.867374362289510851e-06,2.073938930638979983e-13,1.760374453277967083e-05,1.212769066083044215e-08,4.874120630132919600e-05,2.289753611574814719e-12,1.711578807520349218e-06,9.217917939802326245e-10,3.035439520442060308e-13,4.340797181384278748e-12,1.012986881339415714e-09,2.804254281714213687e-09,-5.923145764167149242e-19,1.620783088619136050e-07,2.965081884392004443e-07,1.347447792559836358e-09,3.858940471129949540e-10,-5.100100556972329049e-17,5.293407999371014021e-08,7.834042437669834521e-11,-9.156366761330032814e-17,1.502182746839862271e-09,2.031778771857970106e-11,1.475197871196871799e-08,3.617534112805553679e-11,7.233583149466465967e-01,-2.529435080387460508e-15,3.510169391098628368e-10,4.668283430206366110e-07,1.465439650191567016e-10,9.191630629365014076e-07
1.384375000000000189e-02,4.089442845487184854e+02,5.266312548270657423e-01,6.586312707910956183e-04,2.107474531847536776e-10,1.813709872732012681e-08,2.127614710209470295e-01,3.177710303752808557e-07,7.839601812869370634e-03,3.707138698448913600e-05,1.312764427124897906e-05,5.858783437163903534e-17,2.150824359948866026e-17,1.462029317043959406e-11,1.012101189070421354e-12,1.025762089250887561e-06,5.207754023299082657e-02,2.203061367765117053e-03,9.064993625967572620e-04,2.595974638117503884e-10,1.083573680052344869e-04,6.642710358577599486e-12,6.796510248141190198e-06,2.122048864419607991e-05,7.781638196472541998e-17,2.114350725366982861e-06,3.169189955477300443e-13,1.999710846942800454e-05,1.572392727231881178e-08,5.596074014804676021e-05,3.273907197422493226e-12,1.986317846807374107e-06,1.069673030059476502e-09,3.490492594861913594e-13,5.600934046568377374e-12,1.081335898833624099e-09,3.076059290010067373e-09,5.967502397391625647e-17,1.850271008129339669e-07,3.247308974447992301e-07,1.536918362043742268e-09,4.272951569748189449e-10,2.280140743766009808e-16,6.029401571162111055e-08,8.930588443004396447e-11,4.068789029091508114e-16,1.712527991686962915e-09,2.317764724543667551e-11,1.681739618688463933e-08,4.132212024191019963e-11,7.232829629640635805e-01,1.124309840169969736e-14,4.674351128336108168e-10,5.565023440702455206e-07,2.602901718934150471e-10,1.069007628156100112e-06
1.385156250000000103e-02,4.192497934008988523e+02,5.401471501977347378e-01,6.775194469396425383e-04,3.517674631998965765e-10,2.177072518937478425e-08,2.120050109077048217e-01,3.770859365041936871e-07,8.561625399626243346e-03,4.151491781942060600e-05,1.413528699240651847e-05,-5.324694750318661332e-17,-1.718492236459305246e-17,2.065620321845497643e-11,1.456326809443874086e-12,1.235058414734940167e-06,5.177459305093661673e-02,2.438906459514896853e-03,1.031153718087784695e-03,3.505631360355028794e-10,1.221647097933395193e-04,8.995401059732557833e-12,8.041363615872791683e-06,2.412184949833276007e-05,-7.355417686400073430e-17,2.390772731531326741e-06,4.860197240578018275e-13,2.268246539823578193e-05,2.040375124792553315e-08,6.415260519751813577e-05,4.678986601330763256e-12,2.301296316772404762e-06,1.239135715193733105e-09,3.896802336352935308e-13,7.186601832696677640e-12,1.153453087456684413e-09,3.369670365204076086e-09,1.693391393534266892e-18,2.112833877659474107e-07,3.542357176855809522e-07,1.750511320074868814e-09,4.725630109390700643e-10,-2.127462196952313261e-16,6.856251627590046301e-08,1.015954902301542790e-10,-3.722260992122916679e-16,1.949537011266841573e-09,2.636282058552936344e-11,1.914492654128410306e-08,4.705528057556511676e-11,7.232054626730767266e-01,-8.693163819844102487e-15,6.239366561909846827e-10,6.623062496481236756e-07,4.661123431492646078e-10,1.241278181912481728e-06
